accommodates,bathrooms,bedrooms,beds,number_of_reviews,review_scores_rating,host_is_superhost,has_license,has_description,has_review,minimum_nights_scaled,is_instant_bookable,is_bathroom_shared,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_Honolulu,neighbourhood_group_cleansed_Kauai,neighbourhood_group_cleansed_Maui,maximum_nights_scaled,neighbourhood_group_1,neighbourhood_group_2,neighbourhood_group_3
8.0,2.0,4.0,6.0,181.0,4.86,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,1.245656676506034,1,0,0
4.0,2.0,2.0,3.0,344.0,4.95,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-0.4287847392388763,0,1,0
4.0,1.0,1.0,2.0,112.0,4.92,0,1,0,1,-0.08193888180271842,0,0,0,0,0,0,0,1,-1.1668608896001196,1,0,0
2.0,1.0,0.0,1.0,129.0,4.83,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
6.0,2.0,2.0,2.0,181.0,4.91,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,-0.8363790312294136,1,0,0
4.0,1.0,1.0,2.0,464.0,4.85,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-1.1668608896001196,0,1,0
5.0,1.0,2.0,2.0,84.0,4.95,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
4.0,1.0,2.0,2.0,46.0,4.54,1,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,1,-1.1668608896001196,0,0,1
3.0,1.0,1.0,1.0,250.0,4.76,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,0.3753877827965082,0,1,0
3.0,1.0,0.0,2.0,226.0,4.59,0,1,1,1,0.20906903473007069,0,0,0,0,0,0,0,0,-1.1448287657087393,1,0,0
2.0,1.0,1.0,1.0,0.0,4.726666666666667,0,0,1,0,-0.19106685050251432,0,1,0,1,0,0,0,0,-0.4287847392388763,1,0,0
7.0,2.0,3.0,3.0,104.0,4.75,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-0.8385822436185516,1,0,0
3.0,1.0,1.0,3.0,346.0,4.53,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1712673143783956,0,1,0
4.0,1.0,2.0,3.0,103.0,4.8,0,1,1,1,6.247483302785445,0,0,0,0,0,0,0,1,0.3753877827965082,0,1,0
4.0,1.0,1.0,2.0,101.0,4.81,1,1,1,1,-0.19106685050251432,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
3.0,1.0,1.0,3.0,111.0,4.57,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-1.1007645179259784,0,0,1
2.0,1.0,1.0,1.0,797.0,4.81,0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,1.245656676506034,0,0,1
4.0,1.0,1.0,2.0,283.0,4.82,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
2.0,1.0,1.0,1.0,16.0,4.57,0,0,0,1,6.283859292352043,0,0,0,1,0,0,0,1,-0.8319726064511376,0,0,1
4.0,2.0,2.0,3.0,18.0,4.56,0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
4.0,1.0,2.0,2.0,322.0,4.99,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,1.245656676506034,0,0,1
3.0,1.0,0.0,2.0,266.0,4.79,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,-0.8143469073380332,0,1,0
4.0,1.0,1.0,1.0,95.0,4.87,1,1,1,1,-0.19106685050251432,1,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
3.0,2.0,2.0,4.0,169.0,4.82,0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
4.0,1.0,1.0,4.0,102.0,4.84,1,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
1.0,1.0,0.0,1.0,210.0,4.68,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
2.0,1.0,1.0,1.0,210.0,4.98,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-1.0346681462518372,0,0,1
6.0,2.0,2.0,5.0,634.0,4.96,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1888930134915,1,0,0
4.0,1.0,1.0,2.0,68.0,4.94,1,1,1,1,-0.22744284006911297,0,0,0,1,0,0,0,0,-1.1668608896001196,0,0,1
2.0,1.0,1.0,1.0,138.0,4.9,1,1,1,1,-0.22744284006911297,0,0,0,1,0,0,0,0,-1.1668608896001196,0,0,1
2.0,1.0,1.0,1.0,183.0,4.96,0,1,1,1,-0.19106685050251432,0,0,0,1,0,0,0,0,-1.2021122878263282,0,1,0
2.0,1.0,0.0,1.0,412.0,4.86,1,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,0,-0.8363790312294136,0,1,0
6.0,2.0,3.0,3.0,69.0,4.84,0,1,1,1,0.7910848677956488,1,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
4.0,1.0,2.0,4.0,459.0,4.75,1,0,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1999090754371902,1,0,0
2.0,1.0,1.0,1.0,207.0,4.66,1,0,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.2109251373828804,1,0,0
2.0,1.0,0.0,2.0,228.0,4.57,0,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,361.0,4.98,1,1,1,1,-0.2638188296357116,0,1,0,1,0,0,0,0,-1.1668608896001196,0,0,1
2.0,1.0,1.0,4.0,420.0,4.83,1,1,1,1,-0.2638188296357116,0,0,0,1,0,1,0,0,-1.2021122878263282,0,1,0
3.0,1.0,1.0,2.0,98.0,4.96,1,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,1,1.245656676506034,0,0,1
3.0,1.0,0.0,2.0,180.0,4.74,0,1,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,0.3753877827965082,0,1,0
2.0,2.0,1.0,2.0,211.0,4.95,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,-0.8363790312294136,0,1,0
12.0,3.0,6.0,6.0,204.0,4.63,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,-1.1227966418173587,0,0,1
3.0,1.0,2.0,2.0,471.0,4.94,1,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
1.0,1.0,1.0,1.0,259.0,4.84,0,1,1,1,0.7547088782290502,0,0,0,1,0,1,0,0,-0.8363790312294136,0,0,1
2.0,1.0,1.0,1.0,0.0,4.9366666666666665,0,0,1,0,-0.2638188296357116,0,1,0,1,0,0,0,0,-0.4287847392388763,1,0,0
8.0,2.0,4.0,5.0,92.0,4.79,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
4.0,1.0,2.0,3.0,67.0,4.93,0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,1,-0.7923147834466528,0,0,1
4.0,1.0,1.0,2.0,168.0,4.9,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,0.3753877827965082,0,1,0
4.0,1.0,1.0,1.0,271.0,4.83,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
6.0,2.0,3.0,5.0,133.0,4.74,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,-1.1007645179259784,0,1,0
6.0,2.0,3.0,3.0,96.0,4.94,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,0.3753877827965082,1,0,0
12.0,4.0,5.0,8.0,54.0,4.89,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-1.1007645179259784,0,1,0
5.0,1.0,3.0,3.0,209.0,4.92,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,0.3753877827965082,1,0,0
3.0,1.0,1.0,2.0,308.0,4.79,1,1,1,1,-0.19106685050251432,1,1,0,1,0,0,0,1,1.245656676506034,0,0,1
6.0,2.0,3.0,3.0,96.0,4.97,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,-1.133812703763049,1,0,0
2.0,1.0,1.0,1.0,66.0,4.98,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
2.0,1.0,1.0,1.0,279.0,4.92,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
4.0,1.0,1.0,1.0,168.0,4.84,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-1.0346681462518372,0,0,1
2.0,1.0,1.0,1.0,321.0,4.61,0,1,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,168.0,4.95,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,0.3753877827965082,1,0,0
6.0,2.0,3.0,3.0,80.0,4.69,0,1,1,1,0.7910848677956488,1,0,0,0,0,1,0,0,-0.8363790312294136,0,0,1
4.0,1.0,1.0,2.0,53.0,4.87,0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,-0.8363790312294136,1,0,0
2.0,1.0,1.0,2.0,517.0,4.75,1,1,1,1,-0.22744284006911297,0,1,0,1,0,0,0,0,-1.1007645179259784,1,0,0
6.0,2.0,3.0,4.0,157.0,4.7,0,1,1,1,-0.045562892236119784,1,0,0,0,0,0,0,1,-1.133812703763049,0,1,0
2.0,1.0,1.0,1.0,186.0,4.66,0,1,1,1,-0.045562892236119784,1,0,0,0,0,0,0,1,-1.133812703763049,0,1,0
2.0,1.0,1.0,1.0,734.0,4.72,0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.2109251373828804,0,1,0
6.0,2.0,3.0,5.0,172.0,4.88,1,1,1,1,-0.1546908609359157,0,0,0,0,0,0,1,0,-1.0346681462518372,0,0,1
4.0,2.0,2.0,4.0,18.0,4.83,0,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,0,-1.0897484559802881,0,1,0
6.0,2.0,2.0,3.0,448.0,4.67,1,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,0,1
2.0,1.0,1.0,1.0,90.0,4.98,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
6.0,3.0,3.0,3.0,78.0,4.81,0,1,1,1,6.247483302785445,1,0,0,0,0,0,1,0,-0.4287847392388763,0,1,0
4.0,1.0,1.0,2.0,261.0,4.7,1,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,119.0,4.86,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
4.0,1.0,2.0,3.0,216.0,4.94,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.2109251373828804,1,0,0
2.0,1.0,0.0,1.0,140.0,4.93,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
2.0,1.0,0.0,1.0,111.0,4.9,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
2.0,1.0,0.0,1.0,88.0,4.97,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
6.0,1.0,3.0,3.0,243.0,4.75,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-0.8363790312294136,1,0,0
5.0,2.0,1.0,7.0,309.0,4.76,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.2021122878263282,1,0,0
2.0,1.0,0.0,1.0,277.0,4.46,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-1.1007645179259784,0,0,1
2.0,1.0,1.0,1.0,55.0,4.84,1,1,1,1,-0.11831487136931705,0,0,0,1,0,1,0,0,-1.1690641019892576,0,0,1
3.0,1.0,1.0,2.0,326.0,4.94,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
4.0,1.0,1.0,1.0,3.0,5.0,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,0.3753877827965082,0,1,0
3.0,1.0,1.0,2.0,335.0,4.93,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,-1.2175347745502945,1,0,0
4.0,1.0,2.0,3.0,52.0,4.61,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
3.0,1.0,1.0,2.0,34.0,4.76,1,1,1,1,-0.11831487136931705,0,0,0,1,0,1,0,0,-1.1646576772109816,0,0,1
4.0,1.0,1.0,3.0,444.0,4.81,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.1866898011023619,1,0,0
4.0,1.0,1.0,2.0,37.0,4.67,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,1.245656676506034,1,0,0
4.0,1.0,2.0,3.0,67.0,4.65,0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
2.0,1.0,0.0,1.0,65.0,4.55,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.8143469073380332,0,1,0
2.0,1.0,0.0,1.0,433.0,4.82,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.1690641019892576,1,0,0
4.0,1.0,1.0,3.0,50.0,4.67,0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
4.0,1.0,1.0,2.0,8.0,5.0,0,1,0,1,-0.1546908609359157,0,1,0,1,0,0,1,0,-1.2021122878263282,0,1,0
4.0,1.0,1.0,1.0,21.0,4.86,0,1,1,1,-0.1546908609359157,0,0,0,1,0,0,0,1,-1.2021122878263282,0,1,0
2.0,1.0,1.0,2.0,29.0,4.83,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,47.0,4.57,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,531.0,4.88,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.1668608896001196,0,0,1
5.0,1.0,2.0,2.6303781630477854,15.0,4.79,0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,1,-1.1668608896001196,0,1,0
6.0,3.0,3.0,4.0,58.0,4.86,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
2.0,3.0,1.0,1.0,51.0,4.57,0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
2.0,1.0,0.0,1.0,132.0,4.3,0,1,1,1,2.973644241791567,0,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
2.0,1.0,1.0,1.0,88.0,4.97,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
4.0,1.0,2.0,2.0,193.0,4.7,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.014839234749595,0,0,1
2.0,1.0,1.0,1.0,55.0,4.95,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
16.0,4.0,8.0,8.0,11.0,4.64,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,2.0,3.0,4.0,85.0,4.89,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,0.3753877827965082,0,0,1
6.0,3.0,2.0,3.0,25.0,4.92,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,1.245656676506034,0,0,1
8.0,3.0,3.0,5.0,154.0,4.93,1,1,1,1,-0.08193888180271842,0,0,0,0,0,1,0,0,-1.0346681462518372,0,0,1
6.0,1.0,2.0,5.0,132.0,4.82,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
4.0,1.0,2.0,3.0,159.0,4.57,0,0,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
2.0,1.0,1.0,2.0,162.0,4.66,1,0,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1007645179259784,0,1,0
3.0,1.0,1.0,2.0,264.0,4.91,1,1,1,1,-0.22744284006911297,0,0,0,1,0,0,0,0,-1.1668608896001196,0,0,1
5.0,1.0,3.0,3.0,28.0,4.89,1,0,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
2.0,1.0,0.0,1.0,73.0,4.92,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
2.0,1.0,1.0,1.0,66.0,4.92,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
2.0,1.0,1.0,1.0,100.0,4.86,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.0677163320889078,0,1,0
2.0,1.0,1.0,1.0,115.0,4.94,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-0.8363790312294136,0,1,0
3.0,1.0,1.0,1.0,360.0,4.63,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4398008011845665,0,0,1
8.0,2.0,4.0,6.0,121.0,4.87,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
8.0,2.0,3.0,4.0,436.0,4.89,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-0.4287847392388763,1,0,0
2.0,1.0,0.0,1.0,48.0,4.89,1,1,1,1,-0.19106685050251432,0,0,0,1,0,0,0,1,-1.0346681462518372,0,0,1
4.0,1.0,1.0,3.0,8.0,4.88,0,1,1,1,-0.045562892236119784,0,0,0,1,0,0,0,1,-1.2175347745502945,0,1,0
2.0,1.0,0.0,2.0,55.0,4.81,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1007645179259784,0,0,1
2.0,1.0,1.0,1.0,320.0,4.78,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1624544648218436,0,1,0
5.0,1.0,2.0,3.0,155.0,4.95,1,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
3.0,1.0,1.0,2.0,61.0,4.93,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
8.0,2.0,3.0,4.0,590.0,4.91,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,1.245656676506034,1,0,0
6.0,2.0,2.0,4.0,17.0,5.0,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,2.0,102.0,4.43,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
4.0,1.0,1.0,4.0,359.0,4.95,1,0,1,1,-0.1546908609359157,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
4.0,2.0,2.0,4.0,38.0,4.92,1,1,1,1,0.7910848677956488,0,0,0,0,0,0,0,0,-0.860614367509932,0,1,0
4.0,1.0,1.0,2.0,167.0,4.82,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
4.0,2.0,1.0,1.0,36.0,4.89,1,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,-1.1668608896001196,0,1,0
2.0,1.0,1.0,2.0,299.0,4.74,1,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,1,-0.4287847392388763,0,0,1
6.0,2.0,3.0,3.0,80.0,4.5,0,0,1,1,0.7910848677956488,1,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
6.0,1.0,3.0,5.0,202.0,4.7,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.0346681462518372,1,0,0
16.0,4.0,3.0,14.0,34.0,4.91,0,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,-1.1007645179259784,0,1,0
2.0,1.0,1.0,1.0,645.0,4.82,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.1712673143783956,0,0,1
4.0,1.0,2.0,2.0,215.0,4.73,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,-1.1007645179259784,0,0,1
2.0,1.0,1.0,1.0,15.0,5.0,1,1,1,1,-0.045562892236119784,0,0,0,1,0,0,0,1,-1.1668608896001196,0,0,1
4.0,1.0,1.0,2.0,257.0,4.78,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,-0.8363790312294136,0,1,0
2.0,1.0,1.0,1.0,34.0,4.76,1,1,1,1,-0.045562892236119784,0,0,0,1,0,0,0,1,-1.1668608896001196,0,0,1
2.0,1.0,1.0,1.0,55.0,4.93,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,-0.8363790312294136,0,1,0
6.0,2.0,2.0,3.0,43.0,4.81,1,1,1,1,-0.08193888180271842,0,0,0,0,0,1,0,0,-1.1007645179259784,0,0,1
2.0,1.0,1.0,1.0,260.0,4.81,0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,0,1.245656676506034,1,0,0
6.0,2.0,2.0,2.0,29.0,4.97,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,-0.4287847392388763,0,0,1
4.0,1.0,1.0,2.0,73.0,4.89,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-0.4287847392388763,0,0,1
8.0,3.0,3.0,3.0,87.0,4.97,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,-0.4287847392388763,0,0,1
7.0,2.0,2.0,6.0,0.0,4.753333333333333,0,1,1,0,-0.11831487136931705,0,0,0,0,0,0,0,1,-1.2021122878263282,0,1,0
4.0,1.0,1.0,2.0,187.0,4.67,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,-0.8363790312294136,0,1,0
2.0,1.0,1.0,1.0,43.0,4.74,1,1,1,1,-0.08193888180271842,0,0,0,1,0,0,0,1,-1.1668608896001196,0,0,1
6.0,2.0,2.0,4.0,206.0,4.78,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1712673143783956,0,1,0
2.0,1.0,1.0,1.0,40.0,4.6,1,1,1,1,-0.045562892236119784,0,0,0,1,0,0,0,1,-1.1668608896001196,0,0,1
2.0,1.0,1.0,2.0,123.0,4.86,0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,441.0,4.95,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,-1.1778769515458098,0,1,0
2.0,1.0,1.0,1.0,143.0,4.92,0,0,1,1,-0.2638188296357116,0,0,0,1,0,0,0,0,-1.1866898011023619,1,0,0
3.0,1.0,1.0,2.0,56.0,4.95,0,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,-1.133812703763049,0,1,0
2.0,1.0,1.0,1.0,176.0,4.82,1,1,1,1,-0.19106685050251432,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,396.0,4.51,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,1.245656676506034,0,1,0
2.0,1.0,1.0,2.0,379.0,4.86,1,1,1,1,-0.22744284006911297,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
4.0,2.0,2.0,3.0,144.0,4.86,1,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
6.0,1.0,2.0,2.0,354.0,4.78,1,1,1,1,0.7547088782290502,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
4.0,1.0,0.0,2.0,59.0,4.86,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
4.0,1.0,2.0,2.0,48.0,4.94,0,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,-1.1866898011023619,0,0,1
3.0,1.0,2.0,2.0,23.0,4.78,0,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,1.245656676506034,0,0,1
6.0,1.0,3.0,4.0,539.0,4.8,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,1.245656676506034,1,0,0
4.0,1.0,0.0,2.0,105.0,4.81,0,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
4.0,2.0,1.0,2.3237625574996454,1.0,5.0,0,0,1,1,-0.1546908609359157,0,0,0,0,0,0,0,0,-1.1712673143783956,0,1,0
